lga,indicator,percentage,vic_point_est,vic_lower,vic_upper,comparison
Boroondara (C),Anxiety or depression,22.17623,27.36389,26.566,28.17655,Significantly lower
Boroondara (C),Arthritis,16.63747,20.54975,19.97896,21.13254,Significantly lower
Boroondara (C),Asthma ever diagnosed,15.93571,19.9574,19.24135,20.69326,Significantly lower
Boroondara (C),Cancer,9.067003,8.055676,7.650898,8.479904,Significantly higher
Boroondara (C),Type 2 diabetes,3.495368,5.452335,5.114101,5.81157,Significantly lower
Boroondara (C),Heart disease,4.554493,6.74474,6.381202,7.127412,Significantly lower
Boroondara (C),Osteoporosis,5.017794,5.669229,5.326293,6.032838,Significantly lower
Boroondara (C),Stroke,0.8085241,2.364184,2.142138,2.608632,Significantly lower
Boroondara (C),Two or more chronic diseases,18.31422,25.48854,24.80298,26.18645,Significantly lower
Boroondara (C),Had a blood lipids test in last 2 years,54.72713,56.78789,55.95063,57.62128,Significantly lower
Boroondara (C),Had a blood pressure test in last 2 years,82.0273,79.5963,78.80486,80.36555,Significantly higher
Boroondara (C),Had a blood glucose test in last 2 years,48.37544,50.72365,49.86354,51.58334,Significantly lower
Boroondara (C),Had a faecal occult blood test 50 years of age,60.36994,60.14296,58.76671,61.50336,Not sig. diff.
Boroondara (C),Had a bowel exam to detect cancer last 5 years,56.96874,46.75256,45.59576,47.91285,Significantly higher
Boroondara (C),Had a mammogram to detect cancer in last 2 years,89.94719,79.2266,77.66267,80.70823,Significantly higher
Brimbank (C),Obese,20.72741,19.26897,18.58293,19.97411,Significantly higher
Brimbank (C),Overweight,47.4744,50.80429,49.90919,51.69888,Significantly lower
Brimbank (C),Daily consumer of sugar sweetened soft drinks,9.954818,10.09867,9.516874,10.71183,Not sig. diff.
Brimbank (C),Take away food consumed >1 day/week,18.8257,15.2893,14.59565,16.00974,Significantly higher
Brimbank (C),Sedentary (inactive),7.769267,2.539791,2.256574,2.857514,Significantly higher
Brimbank (C),Insufficiently physically active,49.82556,44.08774,43.18836,44.99101,Significantly higher
Brimbank (C),Complied with vegetable consumption guidelines,4.730466,5.388293,5.0284,5.77238,Significantly lower
Brimbank (C),Complied with fruit consumption guidelines,41.47477,43.19355,42.28772,44.10395,Significantly lower
Brimbank (C),Daily smoker,16.36719,12.42754,11.80477,13.0783,Significantly higher
Brimbank (C),Current (i.e. daily or occasional smoker),21.00059,16.741,16.03742,17.46903,Significantly higher
Brimbank (C),Increased lifetime risk of alcohol related harm,40.02309,59.48907,58.59407,60.37781,Significantly lower
Brimbank (C),Incr. risk of injury from a single occasion of drinking,26.46095,42.98549,42.10708,43.86834,Significantly lower
Brimbank (C),Fair or poor self reported health,27.68898,20.28965,19.55869,21.04079,Significantly higher
Brimbank (C),Low or medium life satisfaction,25.61678,20.45532,19.69321,21.23913,Significantly higher
Brimbank (C),High or very high levels of psychological distress,19.82,15.43,14.75,16.14,Significantly higher
Brimbank (C),Doctor diagnosed hypertension,28.93517,25.42567,24.74985,26.11354,Significantly higher
Brimbank (C),Anxiety or depression,27.74607,27.36389,26.566,28.17655,Not sig. diff.
Brimbank (C),Arthritis,20.82091,20.54975,19.97896,21.13254,Not sig. diff.
Brimbank (C),Asthma ever diagnosed,19.24106,19.9574,19.24135,20.69326,Significantly lower
Brimbank (C),Cancer,6.252273,8.055676,7.650898,8.479904,Significantly lower
Brimbank (C),Type 2 diabetes,6.945853,5.452335,5.114101,5.81157,Significantly higher
Brimbank (C),Heart disease,8.239856,6.74474,6.381202,7.127412,Significantly higher
Brimbank (C),Osteoporosis,6.317945,5.669229,5.326293,6.032838,Significantly higher
Brimbank (C),Stroke,5.192812,2.364184,2.142138,2.608632,Significantly higher
Brimbank (C),Two or more chronic diseases,28.44738,25.48854,24.80298,26.18645,Significantly higher
Brimbank (C),Had a blood lipids test in last 2 years,65.59353,56.78789,55.95063,57.62128,Significantly higher
Brimbank (C),Had a blood pressure test in last 2 years,75.94039,79.5963,78.80486,80.36555,Significantly lower
Brimbank (C),Had a blood glucose test in last 2 years,61.59422,50.72365,49.86354,51.58334,Significantly higher
Brimbank (C),Had a faecal occult blood test 50 years of age,61.83936,60.14296,58.76671,61.50336,Significantly higher
Brimbank (C),Had a bowel exam to detect cancer last 5 years,40.45022,46.75256,45.59576,47.91285,Significantly lower
Brimbank (C),Had a mammogram to detect cancer in last 2 years,74.40922,79.2266,77.66267,80.70823,Significantly lower
Buloke (S),Obese,24.54915,19.26897,18.58293,19.97411,Significantly higher
Buloke (S),Overweight,48.45692,50.80429,49.90919,51.69888,Significantly lower
Buloke (S),Daily consumer of sugar sweetened soft drinks,4.873079,10.09867,9.516874,10.71183,Significantly lower
Buloke (S),Take away food consumed >1 day/week,8.244204,15.2893,14.59565,16.00974,Significantly lower
Buloke (S),Sedentary (inactive),1.134506,2.539791,2.256574,2.857514,Significantly lower
Buloke (S),Insufficiently physically active,41.17249,44.08774,43.18836,44.99101,Significantly lower
Buloke (S),Complied with vegetable consumption guidelines,4.899878,5.388293,5.0284,5.77238,Significantly lower
Buloke (S),Complied with fruit consumption guidelines,39.72369,43.19355,42.28772,44.10395,Significantly lower
Buloke (S),Daily smoker,10.9544,12.42754,11.80477,13.0783,Significantly lower
Buloke (S),Current (i.e. daily or occasional smoker),13.16969,16.741,16.03742,17.46903,Significantly lower
Buloke (S),Increased lifetime risk of alcohol related harm,68.82375,59.48907,58.59407,60.37781,Significantly higher
Buloke (S),Incr. risk of injury from a single occasion of drinking,44.86358,42.98549,42.10708,43.86834,Significantly higher
Buloke (S),Fair or poor self reported health,21.87712,20.28965,19.55869,21.04079,Significantly higher
Buloke (S),Low or medium life satisfaction,20.62153,20.45532,19.69321,21.23913,Not sig. diff.
Buloke (S),High or very high levels of psychological distress,11.48,15.43,14.75,16.14,Significantly lower
Buloke (S),Doctor diagnosed hypertension,31.02941,25.42567,24.74985,26.11354,Significantly higher
Buloke (S),Anxiety or depression,33.59956,27.36389,26.566,28.17655,Significantly higher
Buloke (S),Arthritis,27.72842,20.54975,19.97896,21.13254,Significantly higher
Buloke (S),Asthma ever diagnosed,30.16696,19.9574,19.24135,20.69326,Significantly higher
Buloke (S),Cancer,8.483842,8.055676,7.650898,8.479904,Significantly higher
Buloke (S),Type 2 diabetes,4.38336,5.452335,5.114101,5.81157,Significantly lower
Buloke (S),Heart disease,8.67734,6.74474,6.381202,7.127412,Significantly higher
Buloke (S),Osteoporosis,5.863016,5.669229,5.326293,6.032838,Not sig. diff.
Buloke (S),Stroke,2.38069,2.364184,2.142138,2.608632,Not sig. diff.
Buloke (S),Two or more chronic diseases,30.37425,25.48854,24.80298,26.18645,Significantly higher
Buloke (S),Had a blood lipids test in last 2 years,56.08576,56.78789,55.95063,57.62128,Not sig. diff.
Buloke (S),Had a blood pressure test in last 2 years,82.89689,79.5963,78.80486,80.36555,Significantly higher
Buloke (S),Had a blood glucose test in last 2 years,50.59383,50.72365,49.86354,51.58334,Not sig. diff.
Buloke (S),Had a faecal occult blood test 50 years of age,69.21581,60.14296,58.76671,61.50336,Significantly higher
Buloke (S),Had a bowel exam to detect cancer last 5 years,51.77095,46.75256,45.59576,47.91285,Significantly higher
Buloke (S),Had a mammogram to detect cancer in last 2 years,74.99951,79.2266,77.66267,80.70823,Significantly lower
Campaspe (S),Obese,25.70218,19.26897,18.58293,19.97411,Significantly higher
Campaspe (S),Overweight,55.42952,50.80429,49.90919,51.69888,Significantly higher
Campaspe (S),Daily consumer of sugar sweetened soft drinks,18.03242,10.09867,9.516874,10.71183,Significantly higher
Campaspe (S),Take away food consumed >1 day/week,12.10241,15.2893,14.59565,16.00974,Significantly lower
Campaspe (S),Sedentary (inactive),1.603679,2.539791,2.256574,2.857514,Significantly lower
Campaspe (S),Insufficiently physically active,38.11752,44.08774,43.18836,44.99101,Significantly lower
Campaspe (S),Complied with vegetable consumption guidelines,5.41481,5.388293,5.0284,5.77238,Not sig. diff.
Campaspe (S),Complied with fruit consumption guidelines,42.82427,43.19355,42.28772,44.10395,Not sig. diff.
Campaspe (S),Daily smoker,12.89057,12.42754,11.80477,13.0783,Not sig. diff.
Campaspe (S),Current (i.e. daily or occasional smoker),15.9412,16.741,16.03742,17.46903,Significantly lower
Campaspe (S),Increased lifetime risk of alcohol related harm,69.67132,59.48907,58.59407,60.37781,Significantly higher
Campaspe (S),Incr. risk of injury from a single occasion of drinking,52.925,42.98549,42.10708,43.86834,Significantly higher
Campaspe (S),Fair or poor self reported health,16.39542,20.28965,19.55869,21.04079,Significantly lower
Campaspe (S),Low or medium life satisfaction,18.04218,20.45532,19.69321,21.23913,Significantly lower
Campaspe (S),High or very high levels of psychological distress,12.65,15.43,14.75,16.14,Significantly lower
Campaspe (S),Doctor diagnosed hypertension,26.51513,25.42567,24.74985,26.11354,Significantly higher
Campaspe (S),Anxiety or depression,30.28012,27.36389,26.566,28.17655,Significantly higher
Campaspe (S),Arthritis,33.32876,20.54975,19.97896,21.13254,Significantly higher
Campaspe (S),Asthma ever diagnosed,29.7268,19.9574,19.24135,20.69326,Significantly higher
Campaspe (S),Cancer,9.321234,8.055676,7.650898,8.479904,Significantly higher
Campaspe (S),Type 2 diabetes,5.978664,5.452335,5.114101,5.81157,Significantly higher
Campaspe (S),Heart disease,7.544876,6.74474,6.381202,7.127412,Significantly higher
Campaspe (S),Osteoporosis,6.651499,5.669229,5.326293,6.032838,Significantly higher
Campaspe (S),Stroke,2.477424,2.364184,2.142138,2.608632,Not sig. diff.
Campaspe (S),Two or more chronic diseases,30.88874,25.48854,24.80298,26.18645,Significantly higher
Campaspe (S),Had a blood lipids test in last 2 years,55.87169,56.78789,55.95063,57.62128,Significantly lower
Campaspe (S),Had a blood pressure test in last 2 years,79.82191,79.5963,78.80486,80.36555,Not sig. diff.
Campaspe (S),Had a blood glucose test in last 2 years,59.62169,50.72365,49.86354,51.58334,Significantly higher
Campaspe (S),Had a faecal occult blood test 50 years of age,64.63432,60.14296,58.76671,61.50336,Significantly higher
Campaspe (S),Had a bowel exam to detect cancer last 5 years,53.06897,46.75256,45.59576,47.91285,Significantly higher
Campaspe (S),Had a mammogram to detect cancer in last 2 years,82.06054,79.2266,77.66267,80.70823,Significantly higher
Cardinia (S),Obese,23.37155,19.26897,18.58293,19.97411,Significantly higher
Cardinia (S),Overweight,57.7572,50.80429,49.90919,51.69888,Significantly higher
Cardinia (S),Daily consumer of sugar sweetened soft drinks,14.67049,10.09867,9.516874,10.71183,Significantly higher
Cardinia (S),Take away food consumed >1 day/week,13.48457,15.2893,14.59565,16.00974,Significantly lower
Cardinia (S),Sedentary (inactive),1.358537,2.539791,2.256574,2.857514,Significantly lower
Cardinia (S),Insufficiently physically active,42.36737,44.08774,43.18836,44.99101,Significantly lower
Cardinia (S),Complied with vegetable consumption guidelines,4.846561,5.388293,5.0284,5.77238,Significantly lower
Cardinia (S),Complied with fruit consumption guidelines,43.27558,43.19355,42.28772,44.10395,Not sig. diff.
Cardinia (S),Daily smoker,13.15809,12.42754,11.80477,13.0783,Significantly higher
Cardinia (S),Current (i.e. daily or occasional smoker),14.95674,16.741,16.03742,17.46903,Significantly lower
Cardinia (S),Increased lifetime risk of alcohol related harm,60.6955,59.48907,58.59407,60.37781,Significantly higher
Cardinia (S),Incr. risk of injury from a single occasion of drinking,44.01773,42.98549,42.10708,43.86834,Significantly higher
Cardinia (S),Fair or poor self reported health,18.41498,20.28965,19.55869,21.04079,Significantly lower
Cardinia (S),Low or medium life satisfaction,18.14376,20.45532,19.69321,21.23913,Significantly lower
Cardinia (S),High or very high levels of psychological distress,15.89,15.43,14.75,16.14,Not sig. diff.
Cardinia (S),Doctor diagnosed hypertension,22.35575,25.42567,24.74985,26.11354,Significantly lower
Cardinia (S),Anxiety or depression,29.77027,27.36389,26.566,28.17655,Significantly higher
Cardinia (S),Arthritis,21.46802,20.54975,19.97896,21.13254,Significantly higher
Cardinia (S),Asthma ever diagnosed,23.29123,19.9574,19.24135,20.69326,Significantly higher
Cardinia (S),Cancer,10.19706,8.055676,7.650898,8.479904,Significantly higher
Cardinia (S),Type 2 diabetes,5.217581,5.452335,5.114101,5.81157,Not sig. diff.
Cardinia (S),Heart disease,6.361386,6.74474,6.381202,7.127412,Significantly lower
Cardinia (S),Osteoporosis,5.662749,5.669229,5.326293,6.032838,Not sig. diff.
Cardinia (S),Stroke,2.909788,2.364184,2.142138,2.608632,Significantly higher
Cardinia (S),Two or more chronic diseases,28.38849,25.48854,24.80298,26.18645,Significantly higher
Cardinia (S),Had a blood lipids test in last 2 years,59.36491,56.78789,55.95063,57.62128,Significantly higher
Cardinia (S),Had a blood pressure test in last 2 years,81.84898,79.5963,78.80486,80.36555,Significantly higher
Cardinia (S),Had a blood glucose test in last 2 years,53.68107,50.72365,49.86354,51.58334,Significantly higher
Cardinia (S),Had a faecal occult blood test 50 years of age,55.99836,60.14296,58.76671,61.50336,Significantly lower
Cardinia (S),Had a bowel exam to detect cancer last 5 years,49.77282,46.75256,45.59576,47.91285,Significantly higher
Cardinia (S),Had a mammogram to detect cancer in last 2 years,63.93203,79.2266,77.66267,80.70823,Significantly lower
Casey (C),Obese,23.86941,19.26897,18.58293,19.97411,Significantly higher
Casey (C),Overweight,58.32653,50.80429,49.90919,51.69888,Significantly higher
Casey (C),Daily consumer of sugar sweetened soft drinks,9.384377,10.09867,9.516874,10.71183,Significantly lower
Casey (C),Take away food consumed >1 day/week,19.54423,15.2893,14.59565,16.00974,Significantly higher
Casey (C),Sedentary (inactive),1.89268,2.539791,2.256574,2.857514,Significantly lower
Casey (C),Insufficiently physically active,51.01722,44.08774,43.18836,44.99101,Significantly higher
Casey (C),Complied with vegetable consumption guidelines,3.473296,5.388293,5.0284,5.77238,Significantly lower
Casey (C),Complied with fruit consumption guidelines,38.68488,43.19355,42.28772,44.10395,Significantly lower
Casey (C),Daily smoker,10.91199,12.42754,11.80477,13.0783,Significantly lower
Casey (C),Current (i.e. daily or occasional smoker),16.5173,16.741,16.03742,17.46903,Not sig. diff.
Casey (C),Increased lifetime risk of alcohol related harm,52.52164,59.48907,58.59407,60.37781,Significantly lower
Casey (C),Incr. risk of injury from a single occasion of drinking,35.65486,42.98549,42.10708,43.86834,Significantly lower
Casey (C),Fair or poor self reported health,26.23765,20.28965,19.55869,21.04079,Significantly higher
Casey (C),Low or medium life satisfaction,21.85942,20.45532,19.69321,21.23913,Significantly higher
Casey (C),High or very high levels of psychological distress,18.84,15.43,14.75,16.14,Significantly higher
Casey (C),Doctor diagnosed hypertension,29.72333,25.42567,24.74985,26.11354,Significantly higher
Casey (C),Anxiety or depression,26.95523,27.36389,26.566,28.17655,Not sig. diff.
Casey (C),Arthritis,23.65717,20.54975,19.97896,21.13254,Significantly higher
Casey (C),Asthma ever diagnosed,21.34969,19.9574,19.24135,20.69326,Significantly higher
Casey (C),Cancer,13.21276,8.055676,7.650898,8.479904,Significantly higher
Casey (C),Type 2 diabetes,7.158509,5.452335,5.114101,5.81157,Significantly higher
Casey (C),Heart disease,5.783578,6.74474,6.381202,7.127412,Significantly lower
Casey (C),Osteoporosis,9.886671,5.669229,5.326293,6.032838,Significantly higher
Casey (C),Stroke,3.667285,2.364184,2.142138,2.608632,Significantly higher
Casey (C),Two or more chronic diseases,30.98217,25.48854,24.80298,26.18645,Significantly higher
Casey (C),Had a blood lipids test in last 2 years,60.85556,56.78789,55.95063,57.62128,Significantly higher
Casey (C),Had a blood pressure test in last 2 years,84.01572,79.5963,78.80486,80.36555,Significantly higher
