LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
22750,Greater Geelong (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,60,,
22750,Greater Geelong (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,720,,
22750,Greater Geelong (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1179,,
22750,Greater Geelong (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,233429,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,943,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,215,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,4,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,40,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,14,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,18,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,748,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1106,,
22830,Greater Shepparton (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,63837,,
22910,Hepburn (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1020,,
22910,Hepburn (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,446,,
22910,Hepburn (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
22910,Hepburn (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,82,,
22910,Hepburn (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,56,,
22910,Hepburn (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
22910,Hepburn (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,70,,
22910,Hepburn (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,929,,
22910,Hepburn (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1121,,
22910,Hepburn (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,15330,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,947,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,236,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,5,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,44,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,16,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,20,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,826,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1076,,
22980,Hindmarsh (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,5721,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1028,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,454,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,84,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,58,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,72,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,820,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1183,,
23110,Hobsons Bay (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,88778,,
23190,Horsham (RC),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,971,,
23190,Horsham (RC),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,333,,
23190,Horsham (RC),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,7,,
23190,Horsham (RC),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,61,,
23190,Horsham (RC),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,34,,
23190,Horsham (RC),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
23190,Horsham (RC),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,42,,
23190,Horsham (RC),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,725,,
23190,Horsham (RC),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1134,,
23190,Horsham (RC),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,19642,,
23270,Hume (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,930,,
23270,Hume (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,159,,
23270,Hume (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,3,,
23270,Hume (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,30,,
23270,Hume (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,8,,
23270,Hume (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
23270,Hume (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,10,,
23270,Hume (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,661,,
23270,Hume (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1089,,
23270,Hume (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,197376,,
23350,Indigo (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1003,,
23350,Indigo (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,423,,
23350,Indigo (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,8,,
23350,Indigo (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,78,,
23350,Indigo (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,50,,
23350,Indigo (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
23350,Indigo (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,62,,
23350,Indigo (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,873,,
23350,Indigo (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1121,,
23350,Indigo (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,15952,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1046,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,470,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,87,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,62,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,77,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,886,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1186,,
23430,Kingston (C) (Vic.),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,151389,,
23670,Knox (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1018,,
23670,Knox (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,444,,
23670,Knox (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
23670,Knox (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,82,,
23670,Knox (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,55,,
23670,Knox (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
23670,Knox (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,68,,
23670,Knox (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,811,,
23670,Knox (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1131,,
23670,Knox (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,154110,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,913,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,87,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,2,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,16,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,3,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,4,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,689,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1067,,
23810,Latrobe (C) (Vic.),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,73257,,
23940,Loddon (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,964,,
23940,Loddon (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,302,,
23940,Loddon (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,6,,
23940,Loddon (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,56,,
23940,Loddon (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,27,,
23940,Loddon (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
23940,Loddon (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,34,,
23940,Loddon (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,856,,
23940,Loddon (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1084,,
23940,Loddon (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,7516,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1044,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,466,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,86,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,61,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,76,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,895,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1160,,
24130,Macedon Ranges (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,46100,,
24210,Manningham (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1080,,
24210,Manningham (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,493,,
24210,Manningham (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
24210,Manningham (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,91,,
24210,Manningham (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,69,,
24210,Manningham (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
24210,Manningham (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,86,,
24210,Manningham (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,969,,
24210,Manningham (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1171,,
24210,Manningham (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,116255,,
24250,Mansfield (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,994,,
24250,Mansfield (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,408,,
24250,Mansfield (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,8,,
24250,Mansfield (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,75,,
24250,Mansfield (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,49,,
24250,Mansfield (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
24250,Mansfield (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,61,,
24250,Mansfield (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,930,,
24250,Mansfield (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1080,,
24250,Mansfield (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,8584,,
24330,Maribyrnong (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1053,,
24330,Maribyrnong (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,477,,
